iso3,year,gdp_pc,gdp_growth,trade_openness,resource_rents,urbanization,military_spending
AFE,1986,1304.01890447155,2.27125178255353,,7.52506466664016,23.239144785621,3.88585000053418
AFE,1987,1315.3635170405,3.93855412464519,,7.11466373934369,23.7646148522235,4.88687540170018
AFE,1988,1332.47318051448,4.28639838629283,,7.91043624440678,24.2951116720964,5.18981251773422
AFE,1989,1329.8823454066,2.66604539363212,,7.95146543853644,24.8181998844666,5.19352130336942
AFE,1990,1293.87019984421,0.121363050873086,41.2542168308575,7.30507165633824,25.3020442054102,4.77358568603662
AFE,1991,1257.43010635358,-0.106034110343302,39.740226296266,6.0320006707989,25.7041334837666,3.7120864698374
AFE,1992,1195.08923269785,-2.3952835254757,40.418490984595,6.78600166348251,26.0300551735773,2.92246712426778
AFE,1993,1152.69117278499,-0.839117754770186,42.8530549917629,6.28145702846625,26.3471822105264,3.07453775198049
AFE,1994,1143.98845464791,1.91965438780466,45.3680283314824,6.91810552882986,26.717769359466,2.60072770764722
AFE,1995,1163.20953377772,4.35461769115784,47.4363094092782,7.3768175277444,27.0426760218554,2.15311895438742
AFE,1996,1195.1399532582,5.49911124792519,47.1984709343813,7.91189755842457,27.2782744312251,1.82373047474075
AFE,1997,1209.81741858685,3.85673898320249,45.061201269365,6.76712534875659,27.5210299379438,1.81332724536626
AFE,1998,1199.80274381732,1.7751720856126,46.6589395668028,6.06447514998931,27.8207453137344,1.81675428988793
AFE,1999,1199.52915014927,2.63418427787336,44.905776087831,4.95795041515167,28.1370584222489,2.2645202768771
AFE,2000,1205.98105360593,3.18137506041111,46.5571690776463,6.79427548865936,28.4686879776452,1.98006307111707
AFE,2001,1216.33535706379,3.50353308518427,47.9559637004703,7.13522486498834,28.8315061435738,1.91760768586603
AFE,2002,1231.4445675519,3.91711337379634,57.2943038862584,7.89407464206872,29.2210306166309,1.97717272759236
AFE,2003,1235.71164842373,3.00937249317595,54.865818834396,7.2995521207375,29.6390356014361,1.7534970700042
AFE,2004,1271.31275711155,5.63469800866547,55.9014690795976,8.23755974901512,30.0878370669042,1.79951130030893
AFE,2005,1314.3879382145,6.17365914390395,58.6583006346614,9.50721830298341,30.5372758629303,1.68479751946627
AFE,2006,1364.70525366925,6.63749738735714,59.2211968534177,10.7436447369756,30.9876495544836,1.71707783070078
AFE,2007,1417.47243247841,6.70003329209791,64.926552245923,12.8939205891036,31.3629773942904,1.67613352192642
AFE,2008,1440.59728407645,4.43752919445292,72.1139529810406,18.7710770617454,31.848999584948,1.94146910346489
AFE,2009,1414.58775130051,0.919472850509038,60.8267897293719,10.2070601334327,32.2400677597918,1.954757135979
AFE,2010,1449.48915951845,5.30790438645938,61.1440016011495,12.0272921636119,32.5903609820215,1.56758981834682
AFE,2011,1468.63057193646,4.07747696614018,63.0683921534385,13.8327602240159,32.9380985869792,1.52552678849218
AFE,2012,1456.72281306529,1.89717291956102,61.0262151920067,11.6995532431167,33.2867060801392,1.55783552956438
AFE,2013,1478.97797685759,4.35668249727492,61.4749476479476,11.0178558522859,33.6673142772775,1.7517010035687
